name,nickname,wins,losses,draws,height_cm,weight_kg,reach_in_cm,stance,date_of_birth,sig_strikes_landed_min,sig_strike_acc,sig_strikes_absorbed_min,sig_strike_def,avg_takedowns_landed_15_min,takedown_acc,takedown_def,avg_sub_attempt_15_min
Joe Solecki,,13,3,0,175.26,70.31,177.8,Orthodox,27/08/1993,2.24,55,1.53,52,2.51,50,50,2.24
Dustin Hazelett,McLovin,12,7,0,185.42,77.11,193.04,Orthodox,29/04/1986,2.24,40,3.51,46,0.55,50,25,2.24
Vik Grujic,The Spartan,6,6,0,180.34,77.11,185.42,Orthodox,06/02/1977,2.24,48,3.39,41,1.18,33,26,2.24
Xie Bin,The Stalker,8,4,0,177.8,65.77,180.34,Orthodox,28/02/1998,2.24,39,3.08,59,4.81,45,0,2.24
Andy Ogle,The Little Axe,9,6,0,172.72,65.77,175.26,Orthodox,16/02/1989,2.24,44,2.23,50,1.44,26,58,2.24
Jason Jackson,Jah-Son,7,2,0,185.42,77.11,198.12,Orthodox,30/10/1990,2.24,48,1.31,56,0,0,0,2.24
Bartosz Fabinski,The Butcher,15,5,0,182.88,77.11,190.5,Orthodox,26/04/1986,2.23,68,1.46,51,7.1,70,80,2.23
Daniel Sarafian,,10,6,0,175.26,83.91,185.42,Orthodox,21/08/1982,2.23,46,3.1,58,0.36,7,53,2.23
Kalindra Faria,,18,8,1,170.18,56.7,,Switch,23/07/1986,2.23,56,1.44,45,1.31,66,20,2.23
Gasan Umalatov,Cobra,17,4,2,180.34,77.11,180.34,Orthodox,11/09/1982,2.23,39,4.1,59,0.75,17,90,2.23
Renato Sobral,Babalu,37,11,0,185.42,92.99,190.5,Orthodox,07/09/1975,2.23,45,1.53,57,2.48,42,65,2.23
Keita Nakamura,K-Taro,34,10,2,180.34,77.11,185.42,Southpaw,22/05/1984,2.23,36,3.2,58,1.65,48,63,2.23
Luigi Fioravanti,,26,15,0,172.72,77.11,177.8,Orthodox,22/01/1981,2.23,42,2.21,69,3.76,63,67,2.23
Pearl Gonzalez,,6,3,0,162.56,52.16,,Orthodox,12/08/1986,2.23,37,4.07,57,1.04,11,0,2.23
Jeremy Kennedy,JBC,11,1,0,180.34,65.77,180.34,Orthodox,16/09/1992,2.22,46,2.58,47,5.73,52,66,2.22
Humberto Bandenay,,14,7,0,180.34,65.77,180.34,Southpaw,04/09/1994,2.22,41,4.79,41,2.9,46,62,2.22
Ryan McGivern,,13,7,0,182.88,83.91,,Orthodox,17/01/1980,2.22,29,2.22,57,0,0,0,2.22
Toshiomi Kazama,,10,4,0,170.18,61.23,175.26,Orthodox,15/05/1997,2.22,54,3.94,45,1.51,13,66,2.22
Francis Carmont,Limitless,25,12,0,190.5,92.99,198.12,Orthodox,11/10/1981,2.22,42,1.64,59,1.79,36,73,2.22
Suman Mokhtarian,,8,5,0,172.72,65.77,182.88,Orthodox,13/06/1992,2.21,43,6.85,48,0,0,0,2.21
Travis Galbraith,The Gladiator,18,7,0,182.88,77.11,,Orthodox,18/05/1981,2.21,40,3.45,48,1.33,25,0,2.21
Ricardo Prasel,Alemao,10,2,0,200.66,107.95,198.12,Orthodox,02/06/1990,2.21,57,7.83,37,0,0,0,2.21
Takashi Sato,Ten,16,7,0,177.8,77.11,185.42,Southpaw,09/06/1990,2.21,41,3.73,44,0.76,37,60,2.21
Dylan Andrews,The Villain,18,7,0,185.42,83.91,187.96,Switch,15/11/1979,2.21,50,2.72,46,2.83,50,57,2.21
Robert Breslin,The Bullet,3,9,0,180.34,70.31,,,,2.21,46,3.5,66,1.38,100,50,2.21
Nate Moore,,8,4,0,182.88,77.11,,,,2.21,25,2.87,42,1.23,16,25,2.21
Marvin Eastman,The Beastman,18,15,1,175.26,83.91,185.42,Orthodox,08/06/1971,2.21,35,3.92,42,1.38,33,81,2.21
Terrence Mitchell,,14,4,0,177.8,61.23,187.96,Orthodox,30/12/1989,2.21,34,8.85,41,3.69,50,0,2.21
Yousri Belgaroui,Baby Face Assassin,5,3,0,195.58,83.91,200.66,Orthodox,07/07/1987,2.2,47,3.2,51,0,0,75,2.2
Jaime Jara,El Cucui,38,18,0,185.42,92.99,,Southpaw,02/08/1969,2.2,60,1.47,56,0,0,25,2.2
Logan Clark,,18,6,0,187.96,83.91,,Orthodox,16/02/1985,2.2,54,1.49,53,0.31,100,30,2.2
Mark Scanlon,,9,2,0,175.26,77.11,,Orthodox,,2.2,35,3.33,48,3,75,25,2.2
Rama Supandhi,Hellboy,8,4,0,165.1,56.7,167.64,Southpaw,07/11/1991,2.2,42,3.53,48,1,11,0,2.2
Andrew Holbrook,,12,3,0,180.34,70.31,177.8,Southpaw,06/02/1986,2.2,49,3,54,0.85,18,10,2.2
Ken Cross,The Boss,11,3,0,182.88,70.31,182.88,Southpaw,04/10/1994,2.2,57,1.4,55,1,12,66,2.2
Gary Padilla,,12,6,0,180.34,92.99,,,,2.2,27,2,76,0,0,50,2.2
Gan McGee,The Giant,13,5,0,208.28,120.2,,Orthodox,20/11/1976,2.2,29,2.31,59,0.65,25,83,2.2
Eugene Jackson,The Wolf,15,9,1,172.72,83.91,,Orthodox,23/09/1966,2.19,33,3.44,32,1.91,71,16,2.19
Rafael Rebello,Rafinha,9,4,0,165.1,61.23,170.18,Orthodox,16/10/1980,2.19,32,3.29,58,2.82,33,75,2.19
Shelton Graves,The Gravedigger,7,3,0,187.96,115.67,193.04,Southpaw,23/10/1985,2.19,69,0.81,33,4.86,57,0,2.19
Rafaello Oliveira,Tractor,17,8,0,172.72,70.31,180.34,Orthodox,26/01/1982,2.19,33,3.38,59,2.49,36,11,2.19
Constantinos Philippou,,13,5,0,180.34,83.91,185.42,Orthodox,29/11/1979,2.19,35,2.73,54,0.4,42,65,2.19
Anthony Christodoulou,,12,7,0,175.26,70.31,,Orthodox,30/07/1987,2.19,26,5.9,45,0,0,40,2.19
Steve Vigneault,Lionheart,12,6,0,177.8,83.91,,Orthodox,14/02/1978,2.19,28,5.75,44,0,0,100,2.19
Roy Nelson,Big Country,22,14,0,182.88,119.29,185.42,Orthodox,20/06/1976,2.18,36,4.79,46,1.14,27,65,2.18
Juancamilo Ronderos,100,4,2,0,160.02,56.7,162.56,Southpaw,17/02/1995,2.18,30,2.18,63,2.72,33,0,2.18
Akihiro Gono,,35,21,8,170.18,77.11,172.72,Switch,07/10/1974,2.18,48,2.67,63,1.01,84,46,2.18
Frank Lester,,11,6,0,180.34,77.11,,Orthodox,10/06/1984,2.18,36,3.82,53,0,0,0,2.18
Bojan Velickovic,Serbian Steel,15,6,1,182.88,77.11,193.04,Southpaw,18/12/1988,2.18,34,2.31,57,0.67,25,55,2.18
Frank Mir,,18,11,0,190.5,119.75,200.66,Southpaw,24/05/1979,2.18,47,3.84,38,2.02,40,54,2.18
Andre Muniz,Sergipano,23,6,0,185.42,83.91,198.12,Southpaw,17/02/1990,2.17,50,2.03,53,2.97,40,35,2.17
Colleen Schneider,,11,7,0,,61.23,,,,2.17,48,2.5,50,2.5,50,60,2.17
Yusuke Kasuya,,9,3,0,170.18,70.31,,Southpaw,16/11/1989,2.17,44,4.34,48,1.36,33,0,2.17
Felipe Colares,Cabocao,10,4,0,172.72,65.77,175.26,Orthodox,31/03/1994,2.17,45,4.65,36,1.88,24,43,2.17
Erik Silva,The King,9,2,0,175.26,65.77,180.34,Orthodox,16/03/1987,2.17,71,1.58,40,3.94,80,71,2.17
Buddy Roberts,,12,3,0,187.96,83.91,,Orthodox,17/10/1982,2.17,34,2.08,70,0,0,76,2.17
Ronny Markes,,17,5,0,185.42,83.91,190.5,Orthodox,21/04/1988,2.17,53,2.43,45,3.13,40,100,2.17
Ricardo Romero,,11,3,0,182.88,92.99,193.04,Orthodox,15/04/1978,2.17,55,4.77,46,1.63,10,100,2.17
Cory Peterson,LA Giant,2,1,0,210.82,181.44,,Orthodox,,2.17,60,6.51,40,0,0,0,2.17
Brandon Lewis,,6,2,0,162.56,61.23,177.8,Orthodox,02/08/1997,2.17,29,3.63,53,1,15,20,2.17
Seth Petruzelli,The Silverback,14,8,0,182.88,92.99,193.04,Orthodox,03/12/1979,2.17,41,2.08,55,0.46,50,47,2.17
Sean Sherk,The Muscle Shark,36,4,1,167.64,70.31,170.18,Orthodox,05/08/1973,2.17,35,2.71,55,4.09,46,56,2.17
Jeff Joslin,The Inferno,5,3,0,182.88,77.11,,Orthodox,30/04/1975,2.17,39,1.57,65,0.5,33,64,2.17
Chase Beebe,,24,13,1,170.18,61.23,170.18,Orthodox,29/03/1985,2.17,38,1.64,69,2.49,42,41,2.17
Jose Johnson,Lobo Solitario,15,8,0,182.88,61.23,180.34,Orthodox,20/05/1995,2.16,63,1.72,51,0.44,50,33,2.16
Terry Etim,,16,5,0,185.42,70.31,185.42,Orthodox,11/01/1986,2.16,35,2.53,67,0.43,30,39,2.16
Yuta Sasaki,Ulka,21,6,2,177.8,56.7,180.34,Southpaw,07/10/1989,2.16,41,2.5,50,3.03,43,41,2.16
Luiz Azeredo,,15,10,0,175.26,69.85,,Orthodox,10/06/1976,2.16,39,2.76,57,1.07,50,45,2.16
Carla Esparza,Cookie Monster,20,7,0,154.94,52.16,160.02,Orthodox,10/10/1987,2.16,40,2.69,55,3.22,35,47,2.16
Jan Finney,Cuddles,11,12,0,172.72,61.23,,Orthodox,,2.16,28,8.75,42,0.77,11,25,2.16
Raphael Pessoa,Bebezao,10,2,0,190.5,118.84,198.12,Orthodox,09/03/1989,2.16,26,3.43,42,0,0,100,2.16
Joe Brammer,The South Side Strangler,7,3,1,172.72,70.31,,Orthodox,23/08/1983,2.15,31,2.8,56,0.81,50,50,2.15
Todd Brown,Bulldog,16,4,0,180.34,92.99,,Orthodox,13/12/1976,2.15,45,3.85,48,0,0,50,2.15
John Howard,Doomsday,24,13,0,170.18,77.11,182.88,Orthodox,01/03/1983,2.15,50,3.08,51,2.7,49,53,2.15
Marloes Coenen,,23,8,0,175.26,65.77,170.18,,,2.15,51,1.9,67,0.82,30,41,2.15
Kanako Murata,,12,3,0,154.94,52.16,157.48,Orthodox,10/08/1993,2.15,56,2.4,53,3.38,56,100,2.15
Jon Olav Einemo,The Viking,6,3,0,198.12,114.76,,Orthodox,10/12/1975,2.15,52,3.05,52,1.73,55,43,2.15
Jason Witt,The Vanilla Gorilla,19,9,0,177.8,77.11,177.8,Orthodox,07/11/1986,2.15,44,2.54,52,6.9,48,100,2.15
Joe Warren,,15,6,0,167.64,61.23,,Orthodox,31/10/1976,2.15,46,2.39,52,6.14,46,60,2.15
Vinny Magalhaes,Pezao,14,9,0,190.5,92.99,190.5,Orthodox,02/07/1984,2.14,24,3.97,68,1.55,44,66,2.14
Rashad Evans,Suga,19,8,1,182.88,92.99,190.5,Orthodox,25/09/1979,2.14,37,2.42,63,2.98,44,73,2.14
Peter Sobotta,,17,7,1,182.88,77.11,190.5,Southpaw,11/01/1987,2.14,40,2.9,58,1.53,32,77,2.14
Alex Da Silva,Leko,21,4,0,172.72,70.31,185.42,Orthodox,04/02/1996,2.14,46,2.52,56,1.97,43,76,2.14
Wes Combs,The Soldier,20,6,0,187.96,92.99,,Orthodox,18/06/1973,2.14,48,4.73,45,0,0,0,2.14
Matt Hughes,,45,9,0,175.26,77.11,185.42,Switch,13/10/1973,2.14,53,1.36,53,2.95,50,35,2.14
Curt Warburton,,13,6,0,182.88,70.31,185.42,Orthodox,,2.13,42,3.44,43,2.35,50,83,2.13
Deividas Taurosevicius,,17,5,0,175.26,65.77,172.72,Southpaw,28/08/1977,2.13,43,1.82,59,2,28,50,2.13
Josh Ferguson,Taz,10,5,0,165.1,56.7,,Orthodox,13/05/1988,2.13,43,4.18,32,0.59,11,54,2.13
Paddy Holohan,The Hooligan,12,2,1,177.8,56.7,175.26,Orthodox,03/05/1988,2.13,46,2.81,46,2.88,47,71,2.13
Manvel Gamburyan,The Anvil,15,10,0,165.1,61.23,170.18,Orthodox,08/05/1981,2.13,41,2.83,55,3.26,34,69,2.13
Thales Leites,,28,9,0,185.42,83.91,198.12,Orthodox,06/09/1981,2.13,40,2.99,52,2.1,27,30,2.13
Saad Awad,Assassin,20,9,0,180.34,70.31,,,,2.13,26,1.87,60,0.5,16,100,2.13
Bassil Hafez,The Habibi,8,4,1,180.34,77.11,182.88,Orthodox,31/01/1992,2.13,25,5.53,39,3,15,50,2.13
Trevin Jones,5 Star,13,10,0,170.18,61.23,177.8,Southpaw,04/08/1990,2.13,37,4.29,39,0.62,15,60,2.13
Gabriel Gonzaga,Napao,17,11,0,187.96,109.77,193.04,Orthodox,18/05/1979,2.12,45,2.94,57,2.8,39,66,2.12
Jarred Brooks,The Monkey God,13,2,0,160.02,56.7,157.48,Switch,02/05/1993,2.12,46,1.66,62,4.54,57,69,2.12
Jens Pulver,Little Evil,27,19,1,170.18,65.77,177.8,Southpaw,06/12/1974,2.12,37,3.13,56,0.22,33,63,2.12
Bogdan Guskov,Czarevitch,14,3,0,190.5,92.99,193.04,Orthodox,12/09/1992,2.12,32,6.9,43,0,0,0,2.12
Hiromitsu Miura,,12,7,0,175.26,77.11,180.34,Orthodox,22/09/1981,2.12,34,2.12,58,2.23,50,69,2.12
Niklas Stolze,Green Mask,12,6,0,185.42,70.31,187.96,Switch,28/12/1992,2.12,48,2.25,49,0.66,100,55,2.12
Roger Narvaez,Silverback,8,3,0,190.5,83.91,,Southpaw,09/09/1983,2.12,37,3.32,64,0,0,50,2.12
Bruno Korea,,7,3,0,167.64,61.23,165.1,,,2.12,34,3.96,42,0,0,25,2.12
Dong Hyun Kim,Stun Gun,22,4,1,187.96,77.11,193.04,Southpaw,17/11/1981,2.12,49,1.89,58,2.93,43,71,2.12
Hayder Hassan,Hulk,6,3,0,177.8,77.11,,,,2.11,46,3.16,48,0,0,25,2.11
Vernon White,Tiger,26,33,2,182.88,92.99,,Southpaw,03/12/1971,2.11,38,2.2,54,0.88,28,44,2.11
Jordan Dowdy,,4,3,0,,77.11,,,,2.11,44,2.63,50,0,0,0,2.11
Nick Catone,The Jersey Devil,10,4,0,182.88,83.91,182.88,Southpaw,01/09/1981,2.11,44,2.32,63,3.71,44,83,2.11
Jesse Forbes,Kid Hercules,15,5,0,187.96,83.91,190.5,Southpaw,24/10/1984,2.11,24,4.06,53,1.79,75,66,2.11
DaMarques Johnson,Darkness,15,15,0,185.42,77.11,190.5,Orthodox,28/06/1982,2.11,37,3.75,51,1.18,55,19,2.11
Mirko Filipovic,Cro Cop,35,11,2,187.96,104.33,185.42,Southpaw,10/09/1974,2.11,50,1.89,63,0.19,40,78,2.11
Carlos Huachin,Perro Malo,10,5,1,162.56,61.23,170.18,Southpaw,04/06/1996,2.1,21,4.8,50,0,0,66,2.1
Walel Watson,The Gazelle,14,10,0,180.34,61.23,190.5,Orthodox,16/07/1984,2.1,29,3.79,43,0,0,61,2.1
Hiroko Yamanaka,Cat's Eye,13,3,0,180.34,61.23,,,,2.1,26,3.54,63,0,0,100,2.1
John Alessio,The Natural,35,17,0,177.8,70.31,182.88,Orthodox,05/07/1979,2.1,39,2.91,54,1.85,38,70,2.1
Ian Butler,,3,3,0,172.72,70.31,,,,2.09,14,6.69,36,0,0,50,2.09
Norifumi Yamamoto,Kid,18,6,0,162.56,61.23,167.64,Southpaw,15/03/1977,2.09,45,2.01,57,0.41,22,45,2.09
Mike Grundy,,12,4,0,170.18,65.77,182.88,Orthodox,03/01/1987,2.09,45,4.45,56,4.06,28,50,2.09
Dustin Neace,The Beast,25,21,1,175.26,65.77,,,,2.08,32,2.66,56,0,0,0,2.08
Gideon Ray,,17,15,1,177.8,83.91,,Southpaw,27/05/1973,2.08,40,2.58,53,1.49,100,0,2.08
Mike Massenzio,The Master of Disaster,13,9,0,187.96,83.91,185.42,Southpaw,01/11/1982,2.08,45,3.59,54,2.74,24,50,2.08
Gadzhimurad Antigulov,,20,8,0,180.34,92.99,177.8,Orthodox,09/02/1987,2.08,55,4.21,40,5.08,36,0,2.08
Jared Rosholt,,14,4,0,187.96,120.2,190.5,Orthodox,04/08/1986,2.08,46,1.52,59,1.83,41,66,2.08
Jimmy Quinlan,Crash,3,1,1,182.88,83.91,,Orthodox,25/05/1986,2.08,70,5.94,16,4.46,25,0,2.08
Josh Samman,Anqa,13,4,0,190.5,83.91,200.66,Orthodox,14/03/1988,2.08,52,2.47,34,1.09,33,33,2.08
Hacran Dias,Barnabe,23,6,1,172.72,70.31,175.26,Orthodox,16/06/1984,2.08,41,3.31,55,2.5,39,76,2.08
Don Madge,Magic Man,9,3,1,182.88,70.31,182.88,Southpaw,12/11/1990,2.08,52,0.74,67,2.22,25,80,2.08
Che Mills,Beautiful,16,10,0,185.42,77.11,193.04,Orthodox,29/09/1982,2.08,52,2.87,43,1.18,66,58,2.08
Leandro Issa,Brodinho,13,6,0,170.18,61.23,175.26,Orthodox,19/09/1983,2.08,37,3.17,58,2.38,22,50,2.08
Renee Forte,,8,4,0,170.18,70.31,180.34,Orthodox,27/03/1987,2.08,32,2.12,63,2.32,58,66,2.08
Danny Sabatello,Italian Gangster,9,1,0,177.8,61.23,180.34,Orthodox,31/03/1993,2.07,57,0.2,25,3,75,100,2.07
Per Eklund,,14,5,1,177.8,70.31,182.88,Orthodox,,2.07,61,2.38,67,2.07,11,50,2.07
Elaina Maxwell,Beef,7,4,0,172.72,65.77,,Orthodox,16/12/1978,2.07,60,2.4,53,0,0,50,2.07
Jason Suttie,Nobunaga,0,1,0,182.88,95.25,,Orthodox,07/08/1973,2.07,83,4.97,36,0,0,0,2.07
Tamdan McCrory,The Barncat,14,5,0,193.04,83.91,193.04,Switch,05/11/1986,2.07,49,1.6,46,2.28,50,33,2.07
Saul Elizondo,,6,8,0,170.18,61.23,,,,2.07,30,4.93,48,2,100,66,2.07
Derrick Krantz,D-Rock,22,12,0,177.8,77.11,182.88,Orthodox,13/01/1988,2.07,37,4.03,50,3.18,50,0,2.07
Marco Beltran,Psycho,8,6,0,172.72,56.7,175.26,Orthodox,18/05/1986,2.07,37,1.93,63,0.7,50,46,2.07
Dan Bobish,,17,9,0,187.96,156.49,,Southpaw,26/01/1970,2.06,44,1.74,34,2.44,42,0,2.06
Katsuyori Shibata,,4,11,1,182.88,76.2,,Orthodox,17/11/1979,2.06,35,2.4,53,0.49,50,53,2.06
Lukasz Sajewski,Wookie,13,3,0,172.72,70.31,180.34,Orthodox,27/11/1990,2.06,35,3.88,57,1.01,25,66,2.06
Kaline Medeiros,The Dark Angel,8,5,0,160.02,52.16,,,,2.06,70,0.29,83,4.41,100,0,2.06
Louis Taylor,Handgunz,13,4,0,180.34,83.91,,Orthodox,12/05/1979,2.06,32,1.24,68,2.48,28,100,2.06
Yushin Okami,Thunder,34,12,0,187.96,77.11,190.5,Southpaw,21/07/1981,2.06,38,2.25,60,1.98,39,84,2.06
Rulon Gardner,,1,0,0,190.5,120.2,,Orthodox,16/08/1971,2.05,25,1.45,60,0.75,100,100,2.05
Joe Stevenson,Daddy,33,16,0,170.18,65.77,177.8,Orthodox,15/06/1982,2.05,44,2.44,60,2.75,44,39,2.05
Leonardo Morales,Chimy,6,2,0,172.72,61.23,,Southpaw,22/12/1992,2.05,47,2.05,58,0,0,62,2.05
Damacio Page,The Angel of Death,19,10,0,167.64,61.23,167.64,Orthodox,30/09/1982,2.05,38,2.47,51,2.63,64,23,2.05
Collin Huckbody,All In,8,2,0,190.5,83.91,193.04,Orthodox,29/09/1994,2.05,60,2.73,42,10.23,100,0,2.05
Joey Villasenor,Smokin' Joe,29,10,0,182.88,83.91,,Orthodox,17/10/1975,2.05,38,3.26,52,0.71,40,53,2.05
Ilir Latifi,The Sledgehammer,17,9,0,177.8,104.33,185.42,Orthodox,28/07/1982,2.05,45,2.93,56,2.11,35,100,2.05
Darrell Horcher,The Saint,13,4,0,177.8,70.31,177.8,Southpaw,28/07/1987,2.05,44,4.21,39,0.35,50,47,2.05
Tainara Lisboa,Thai Panther,7,2,0,170.18,61.23,170.18,Orthodox,02/03/1991,2.05,50,1.4,54,2.05,40,70,2.05
Klidson Abreu,White Bear,15,4,0,182.88,92.99,187.96,Orthodox,24/12/1992,2.05,40,2.9,55,0.64,20,80,2.05
Saidyokub Kakhramonov,,10,3,0,172.72,61.23,175.26,Orthodox,14/11/1995,2.05,51,0.88,58,6.63,48,83,2.05
Shane Roller,,11,7,0,177.8,70.31,182.88,Orthodox,14/07/1979,2.04,34,2.65,60,2.46,33,42,2.04
Micheal Gillmore,The Gentleman,6,5,0,180.34,77.11,182.88,Orthodox,28/03/1987,2.04,57,3.02,43,0,0,50,2.04
LC Davis,,23,8,0,172.72,61.23,175.26,Southpaw,28/10/1980,2.04,30,2.1,59,2.27,46,66,2.04
Chris Herrera,The Crusher,3,2,1,177.8,83.91,,,,2.04,37,3.35,48,1.8,100,100,2.04
Brogan Walker,The Bear,8,4,0,162.56,56.7,170.18,Switch,02/08/1988,2.04,30,3.7,47,0,0,11,2.04
Rony Jason,,14,7,0,170.18,65.77,185.42,Orthodox,21/03/1984,2.04,44,3.14,53,0.59,30,36,2.04
Francisco Figueiredo,Sniper,13,5,1,167.64,56.7,172.72,Southpaw,23/10/1989,2.04,61,2.59,61,2.51,75,76,2.04
Kazuyuki Miyata,,15,9,0,172.72,63.05,,Orthodox,,2.04,52,1.82,63,4.31,46,68,2.04
Karl Reed,No Worries,6,1,0,190.5,92.99,198.12,Orthodox,27/10/1988,2.04,44,3.84,38,1.06,22,53,2.04
Tatsuya Kawajiri,Crusher,36,11,2,170.18,65.77,175.26,Orthodox,08/05/1978,2.04,44,2.01,50,3.63,48,63,2.04
James Irvin,The Sandman,17,10,0,187.96,92.99,190.5,Orthodox,12/09/1978,2.03,48,3.86,35,0,0,36,2.03
Patrick Walsh,The Beast of the East,10,3,0,180.34,83.91,,,,2.03,19,2.83,64,3,54,100,2.03
Carlo Prater,Neo,31,18,1,180.34,70.31,182.88,Switch,25/06/1981,2.03,47,4.07,35,0.43,9,57,2.03
Eddie Gordon,Truck,8,4,0,182.88,83.91,193.04,Orthodox,22/07/1983,2.03,32,2.57,60,1.93,83,63,2.03
Dan Miller,,14,8,0,185.42,83.91,187.96,Orthodox,30/06/1981,2.03,36,3.06,49,1.67,54,47,2.03
Ricardo Almeida,Big Dog,13,5,0,182.88,77.11,187.96,Orthodox,29/11/1976,2.02,49,1.2,61,3.74,38,31,2.02
Pat Sabatini,,18,5,0,172.72,65.77,177.8,Orthodox,09/11/1990,2.02,59,1.54,49,3.73,42,50,2.02
Yan Cabral,,13,3,0,180.34,70.31,185.42,Orthodox,13/05/1983,2.02,47,1.98,62,2.89,35,37,2.02
Bobby Hoffman,The Truth,36,10,1,187.96,111.13,,Orthodox,28/10/1968,2.02,70,1.32,19,1.17,50,0,2.02
TJ Waldburger,,16,9,0,180.34,77.11,190.5,Orthodox,25/04/1988,2.02,51,2.39,40,3.03,46,40,2.02
Muhsin Corbbrey,,17,9,0,177.8,70.31,,Orthodox,18/05/1978,2.02,34,5.41,53,0,0,80,2.02
Martin Svensson,,15,6,0,185.42,70.31,,,,2.02,38,5.91,38,0,0,0,2.02
Michihiro Omigawa,,17,14,1,167.64,65.77,172.72,Orthodox,19/12/1975,2.01,39,3.06,64,1.19,36,49,2.01
Joachim Hansen,Hellboy,23,14,1,170.18,68.04,,Southpaw,26/05/1979,2.01,43,2.04,58,2.21,58,34,2.01
Ryan Thomas,The Tank Engine,20,8,0,182.88,77.11,,Orthodox,05/11/1984,2.01,36,4.17,30,5.59,33,0,2.01
Jason Dent,Dynamite,22,13,0,177.8,70.31,180.34,Orthodox,12/06/1980,2.01,39,3.7,62,0,0,26,2.01
Raou Raou,,0,1,0,172.72,88.45,,Orthodox,,2.01,16,6.75,60,0,0,0,2.01
Charlene Gellner,Princess,0,4,0,157.48,56.7,,,,2.01,42,3.24,43,0,0,0,2.01
Chris Fishgold,,18,4,1,172.72,65.77,172.72,Orthodox,06/06/1992,2.01,32,2.7,46,2.59,46,44,2.01
Chas Skelly,The Scrapper,19,3,0,180.34,65.77,182.88,Orthodox,11/05/1985,2.01,40,3.21,49,1.74,34,39,2.01
Khusein Askhabov,Nohcho,23,1,0,172.72,65.77,175.26,Orthodox,13/02/1995,2,26,4.13,56,0,0,66,2
Ty Flores,Big Medicine,7,3,0,190.5,92.99,185.42,Switch,22/12/1993,2,37,7.8,25,1,9,0,2
Kevin Jordan,The Shaman,11,9,0,190.5,111.13,,Orthodox,31/12/1970,2,40,1.91,55,0,0,77,2
Tony Johnson,,11,3,0,185.42,120.2,,,,2,53,4.73,31,2,22,0,2
Jafel Filho,Pastor,15,3,0,170.18,56.7,172.72,Orthodox,05/05/1993,2,37,2.31,45,1.53,27,55,2
Mateus Mendonca,Bocao,10,2,0,167.64,56.7,180.34,Orthodox,17/01/1999,2,38,6.25,26,1.47,14,40,2
Rafael Freitas,Capoeira,3,6,0,,92.99,,Orthodox,,2,29,8,51,11.25,50,0,2
Jinensibieke Asikeerbai,,36,11,0,167.64,70.31,175.26,Orthodox,10/07/1988,2,50,10,0,0,0,0,2
Mike Polchlopek,Mike Barton,1,1,0,193.04,129.27,,Orthodox,27/12/1965,2,38,1.33,57,0,0,0,2
Ewerton Teixeira,,3,1,0,185.42,109.77,,,,2,39,3.22,35,0,0,33,2
Thiago Tavares,,21,7,1,170.18,65.77,177.8,Orthodox,08/11/1984,2,40,2.31,62,3.83,42,62,2
Josh Sampo,The Gremlin,11,5,0,162.56,56.7,162.56,Orthodox,24/07/1984,1.99,36,2.96,55,1.06,33,40,1.99
Jimmy Flick,The Brick,16,7,0,170.18,56.7,172.72,Orthodox,07/09/1990,1.99,50,5.05,38,1.66,27,0,1.99
Cameron Else,Camchida,10,6,0,175.26,61.23,180.34,Switch,27/04/1987,1.99,40,8.09,51,0,0,0,1.99
Kyle Bradley,,19,12,0,175.26,70.31,180.34,Orthodox,19/08/1982,1.99,40,3.45,58,0.65,50,40,1.99
Amar Suloev,,24,7,0,175.26,83.01,,Orthodox,01/07/1976,1.98,37,2.19,70,0.27,100,88,1.98
Rory Markham,,17,6,0,182.88,77.11,180.34,Orthodox,25/03/1982,1.98,21,10.27,45,0,0,0,1.98
Gesias Cavalcante,JZ,21,10,1,172.72,70.31,180.34,Orthodox,06/07/1983,1.98,35,3.11,51,1.25,36,66,1.98
Lyle Beerbohm,Fancy Pants,24,3,0,177.8,70.31,,Southpaw,05/02/1979,1.98,55,1.61,54,2.1,23,64,1.98
Kuniyoshi Hironaka,,23,9,0,177.8,76.2,177.8,Orthodox,17/06/1976,1.98,40,3.01,54,1.91,30,25,1.98
Rustam Khabilov,Tiger,24,4,0,172.72,70.31,185.42,Orthodox,04/11/1986,1.98,34,2.16,65,3.95,41,61,1.98
Julio Cesar Neves Jr.,Morceguinho,33,1,0,172.72,65.77,,,,1.98,35,4.81,51,1.06,25,76,1.98
Richie Smullen,,3,1,1,175.26,70.31,172.72,Orthodox,17/08/1991,1.98,77,2.26,65,8.49,66,0,1.98
Matt Serra,The Terra,11,7,0,167.64,77.11,172.72,Orthodox,02/06/1974,1.98,39,2.64,46,2.05,20,38,1.98
Luke Caudillo,Lil' Hulk,17,17,0,170.18,70.31,,Orthodox,30/11/1980,1.97,28,5.07,55,0.44,20,85,1.97
Marcos Galvao,Loro,18,8,1,170.18,61.23,,Orthodox,23/06/1981,1.97,32,3.86,61,2.27,28,88,1.97
Thanh Le,,6,1,0,175.26,65.77,187.96,Orthodox,28/08/1985,1.97,40,1.82,70,0,0,100,1.97
Michinori Tanaka,,11,3,0,165.1,61.23,170.18,Orthodox,04/10/1990,1.97,37,1.99,50,2.4,38,43,1.97
Atsushi Yamamoto,,19,11,3,167.64,63.05,,Orthodox,02/10/1980,1.97,39,1.27,70,1.12,33,100,1.97
